12iidq001,12iidq01,12iidq05,8iidq001,8iidq01,8iidq05,4iidq001,4iidq01,4iidq05,12niidq001,12niidq01,12niidq05,8niidq001,8niidq01,8niidq05,4niidq001,4niidq01,4niidq05,12strictq001,12strictq01,12strictq05,8strictq001,8strictq01,8strictq05,4strictq001,4strictq01,4strictq05
837.7688442211055,4615.587939698493,6724.185929648242,577.8994974874372,3838.8643216080404,6500.090452261306,299.81909547738695,2484.854271356784,5963.447236180905,790.8793969849246,4187.969849246231,6584.206030150754,553.1809045226131,3467.6331658291456,6351.361809045226,293.6683417085427,2318.462311557789,5752.427135678392,817.427135678392,4409.949748743718,6673.0,571.7336683417085,3678.256281407035,6479.899497487437,303.1005025125628,2475.170854271357,6033.251256281407
